date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:07:18	3/3	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Sep%202019%2005:37:18%20GMT	http://localhost/deptsite/wordpress/?p=381	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index1f38.html	(from http://localhost/deptsite/wordpress/?page_id=381)
11:07:18	32172/32172	---M--	200	added ('OK')	application/javascript	etag:%227dac-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbar.js?nocache=1568698405.858&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbar3c38.js	(from http://localhost/deptsite/wordpress/?page_id=381)
11:07:18	2377/2377	---M--	200	added ('OK')	text/xml	date:Tue,%2017%20Sep%202019%2005:37:18%20GMT	http://localhost/deptsite/wordpress/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2Fdeptsite%2Fwordpress%2F%3Fpage_id%3D381&format=xml	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/indexf931.php	(from http://localhost/deptsite/wordpress/?page_id=381)
11:07:19	30639/30639	---M--	200	added ('OK')	text/css	etag:%2277af-58e3dae5c7f40%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/css/font-awesome.min.css?nocache=1568698417.3832&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/css/font-awesome.min9e1b.css	(from http://localhost/deptsite/wordpress/?page_id=377)
11:07:19	65778/65778	---M--	200	added ('OK')	text/css	etag:%22100f2-58e3dae5c7f40%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/css/learnpress.css?nocache=1568698417.3832&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/css/learnpress9e1b.css	(from http://localhost/deptsite/wordpress/?page_id=377)
11:07:21	5839/5839	---M--	200	added ('OK')	text/css	etag:%2216cf-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbar.css?nocache=1568698417.3832&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbar9e1b.css	(from http://localhost/deptsite/wordpress/?page_id=377)
11:07:21	1940/1940	---M--	200	added ('OK')	application/javascript	etag:%22794-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/watch.js?nocache=1568698417.3832&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/watch9e1b.js	(from http://localhost/deptsite/wordpress/?page_id=377)
11:07:21	6768/6768	---M--	200	added ('OK')	application/javascript	etag:%221a70-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery.alert.js?nocache=1568698417.3832&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery.alert9e1b.js	(from http://localhost/deptsite/wordpress/?page_id=377)
11:07:22	2030/2030	---M--	200	added ('OK')	application/javascript	etag:%227ee-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/circle-bar.js?nocache=1568698417.3832&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/circle-bar9e1b.js	(from http://localhost/deptsite/wordpress/?page_id=377)
11:07:23	113/113	---M--	200	added ('OK')	application/javascript	etag:%2271-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/learnpress.js?nocache=1568698417.3832&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/learnpress9e1b.js	(from http://localhost/deptsite/wordpress/?page_id=377)
11:07:25	7528/7528	---M--	200	added ('OK')	application/javascript	etag:%221d68-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery.scrollTo.js?nocache=1568698417.3832&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery.scrollTo9e1b.js	(from http://localhost/deptsite/wordpress/?page_id=377)
11:07:25	48463/48463	---M--	200	added ('OK')	application/javascript	etag:%22bd4f-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/global.js?nocache=1568698417.3832&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/global9e1b.js	(from http://localhost/deptsite/wordpress/?page_id=377)
11:07:26	3579/3579	---M--	200	added ('OK')	application/javascript	etag:%22dfb-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/become-teacher.js?nocache=1568698417.3832&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/become-teacher9e1b.js	(from http://localhost/deptsite/wordpress/?page_id=377)
11:07:26	17846/17846	---M--	200	added ('OK')	application/javascript	etag:%2245b6-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/course.js?nocache=1568698417.3832&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/course9e1b.js	(from http://localhost/deptsite/wordpress/?page_id=377)
11:07:26	3/3	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Sep%202019%2005:37:26%20GMT	http://localhost/deptsite/wordpress/?p=377	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/indexa7ab.html	(from http://localhost/deptsite/wordpress/?page_id=377)
11:07:26	2293/2293	---M--	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202019%2005:37:26%20GMT	http://localhost/deptsite/wordpress/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2Fdeptsite%2Fwordpress%2F%3Fpage_id%3D377	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index85ab.json	(from http://localhost/deptsite/wordpress/?page_id=377)
11:07:27	30639/30639	---M--	200	added ('OK')	text/css	etag:%2277af-58e3dae5c7f40%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/css/font-awesome.min.css?nocache=1568698434.0073&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/css/font-awesome.min51af.css	(from http://localhost/deptsite/wordpress/?page_id=383)
11:07:27	65778/65778	---M--	200	added ('OK')	text/css	etag:%22100f2-58e3dae5c7f40%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/css/learnpress.css?nocache=1568698434.0073&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/css/learnpress51af.css	(from http://localhost/deptsite/wordpress/?page_id=383)
11:07:27	32172/32172	---M--	200	added ('OK')	application/javascript	etag:%227dac-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbar.js?nocache=1568698417.3832&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbar9e1b.js	(from http://localhost/deptsite/wordpress/?page_id=377)
11:07:29	2386/2386	---M--	200	added ('OK')	text/xml	date:Tue,%2017%20Sep%202019%2005:37:26%20GMT	http://localhost/deptsite/wordpress/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2Fdeptsite%2Fwordpress%2F%3Fpage_id%3D377&format=xml	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/indexbd7f.php	(from http://localhost/deptsite/wordpress/?page_id=377)
11:07:29	5839/5839	---M--	200	added ('OK')	text/css	etag:%2216cf-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbar.css?nocache=1568698434.0073&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbar51af.css	(from http://localhost/deptsite/wordpress/?page_id=383)
11:07:29	1940/1940	---M--	200	added ('OK')	application/javascript	etag:%22794-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/watch.js?nocache=1568698434.0073&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/watch51af.js	(from http://localhost/deptsite/wordpress/?page_id=383)
11:07:30	6768/6768	---M--	200	added ('OK')	application/javascript	etag:%221a70-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery.alert.js?nocache=1568698434.0073&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery.alert51af.js	(from http://localhost/deptsite/wordpress/?page_id=383)
11:07:30	2030/2030	---M--	200	added ('OK')	application/javascript	etag:%227ee-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/circle-bar.js?nocache=1568698434.0073&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/circle-bar51af.js	(from http://localhost/deptsite/wordpress/?page_id=383)
11:07:31	113/113	---M--	200	added ('OK')	application/javascript	etag:%2271-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/learnpress.js?nocache=1568698434.0073&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/learnpress51af.js	(from http://localhost/deptsite/wordpress/?page_id=383)
11:07:33	7528/7528	---M--	200	added ('OK')	application/javascript	etag:%221d68-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery.scrollTo.js?nocache=1568698434.0073&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery.scrollTo51af.js	(from http://localhost/deptsite/wordpress/?page_id=383)
11:07:34	48463/48463	---M--	200	added ('OK')	application/javascript	etag:%22bd4f-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/global.js?nocache=1568698434.0073&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/global51af.js	(from http://localhost/deptsite/wordpress/?page_id=383)
11:07:34	3579/3579	---M--	200	added ('OK')	application/javascript	etag:%22dfb-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/become-teacher.js?nocache=1568698434.0073&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/become-teacher51af.js	(from http://localhost/deptsite/wordpress/?page_id=383)
11:07:34	17846/17846	---M--	200	added ('OK')	application/javascript	etag:%2245b6-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/course.js?nocache=1568698434.0073&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/course51af.js	(from http://localhost/deptsite/wordpress/?page_id=383)
11:07:34	3/3	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Sep%202019%2005:37:34%20GMT	http://localhost/deptsite/wordpress/?p=383	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index3f97.html	(from http://localhost/deptsite/wordpress/?page_id=383)
11:07:34	2317/2317	---M--	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202019%2005:37:34%20GMT	http://localhost/deptsite/wordpress/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2Fdeptsite%2Fwordpress%2F%3Fpage_id%3D383	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index82c7.json	(from http://localhost/deptsite/wordpress/?page_id=383)
11:07:35	32172/32172	---M--	200	added ('OK')	application/javascript	etag:%227dac-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbar.js?nocache=1568698434.0073&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbar51af.js	(from http://localhost/deptsite/wordpress/?page_id=383)
11:07:35	2407/2407	---M--	200	added ('OK')	text/xml	date:Tue,%2017%20Sep%202019%2005:37:34%20GMT	http://localhost/deptsite/wordpress/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2Fdeptsite%2Fwordpress%2F%3Fpage_id%3D383&format=xml	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index6574.php	(from http://localhost/deptsite/wordpress/?page_id=383)
11:07:35	30639/30639	---M--	200	added ('OK')	text/css	etag:%2277af-58e3dae5c7f40%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/css/font-awesome.min.css?nocache=1568698449.6628&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/css/font-awesome.min6028.css	(from http://localhost/deptsite/wordpress/?page_id=385)
11:07:35	65778/65778	---M--	200	added ('OK')	text/css	etag:%22100f2-58e3dae5c7f40%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/css/learnpress.css?nocache=1568698449.6628&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/css/learnpress6028.css	(from http://localhost/deptsite/wordpress/?page_id=385)
11:07:37	5839/5839	---M--	200	added ('OK')	text/css	etag:%2216cf-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbar.css?nocache=1568698449.6628&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbar6028.css	(from http://localhost/deptsite/wordpress/?page_id=385)
11:07:38	30161/30161	---MC-	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2005:37:35%20GMT	http://localhost/deptsite/wordpress/?page_id=382	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index92fd.html	(from http://localhost/deptsite/wordpress/?page_id=383)
11:07:38	1940/1940	---M--	200	added ('OK')	application/javascript	etag:%22794-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/watch.js?nocache=1568698449.6628&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/watch6028.js	(from http://localhost/deptsite/wordpress/?page_id=385)
11:07:38	2030/2030	---M--	200	added ('OK')	application/javascript	etag:%227ee-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/circle-bar.js?nocache=1568698449.6628&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/circle-bar6028.js	(from http://localhost/deptsite/wordpress/?page_id=385)
11:07:39	6768/6768	---M--	200	added ('OK')	application/javascript	etag:%221a70-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery.alert.js?nocache=1568698449.6628&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery.alert6028.js	(from http://localhost/deptsite/wordpress/?page_id=385)
11:07:39	113/113	---M--	200	added ('OK')	application/javascript	etag:%2271-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/learnpress.js?nocache=1568698449.6628&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/learnpress6028.js	(from http://localhost/deptsite/wordpress/?page_id=385)
11:07:41	7528/7528	---M--	200	added ('OK')	application/javascript	etag:%221d68-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery.scrollTo.js?nocache=1568698449.6628&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery.scrollTo6028.js	(from http://localhost/deptsite/wordpress/?page_id=385)
11:07:41	3579/3579	---M--	200	added ('OK')	application/javascript	etag:%22dfb-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/become-teacher.js?nocache=1568698449.6628&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/become-teacher6028.js	(from http://localhost/deptsite/wordpress/?page_id=385)
11:07:42	17846/17846	---M--	200	added ('OK')	application/javascript	etag:%2245b6-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/course.js?nocache=1568698449.6628&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/course6028.js	(from http://localhost/deptsite/wordpress/?page_id=385)
11:07:42	2299/2299	---M--	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202019%2005:37:41%20GMT	http://localhost/deptsite/wordpress/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2Fdeptsite%2Fwordpress%2F%3Fpage_id%3D385	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/indexc726.json	(from http://localhost/deptsite/wordpress/?page_id=385)
11:07:42	3/3	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Sep%202019%2005:37:42%20GMT	http://localhost/deptsite/wordpress/?p=385	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/indexf1ac.html	(from http://localhost/deptsite/wordpress/?page_id=385)
11:07:43	30639/30639	---M--	200	added ('OK')	text/css	etag:%2277af-58e3dae5c7f40%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/css/font-awesome.min.css?nocache=1568698472.3528&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/css/font-awesome.minbb1d.css	(from http://localhost/deptsite/wordpress/?page_id=386)
11:07:43	65778/65778	---M--	200	added ('OK')	text/css	etag:%22100f2-58e3dae5c7f40%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/css/learnpress.css?nocache=1568698472.3528&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/css/learnpressbb1d.css	(from http://localhost/deptsite/wordpress/?page_id=386)
11:07:45	32172/32172	---M--	200	added ('OK')	application/javascript	etag:%227dac-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbar.js?nocache=1568698449.6628&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbar6028.js	(from http://localhost/deptsite/wordpress/?page_id=385)
11:07:45	2389/2389	---M--	200	added ('OK')	text/xml	date:Tue,%2017%20Sep%202019%2005:37:42%20GMT	http://localhost/deptsite/wordpress/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2Fdeptsite%2Fwordpress%2F%3Fpage_id%3D385&format=xml	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/indexb65f.php	(from http://localhost/deptsite/wordpress/?page_id=385)
11:07:45	48463/48463	---M--	200	added ('OK')	application/javascript	etag:%22bd4f-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/global.js?nocache=1568698449.6628&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/global6028.js	(from http://localhost/deptsite/wordpress/?page_id=385)
11:07:45	5839/5839	---M--	200	added ('OK')	text/css	etag:%2216cf-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbar.css?nocache=1568698472.3528&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbarbb1d.css	(from http://localhost/deptsite/wordpress/?page_id=386)
11:07:45	1940/1940	---M--	200	added ('OK')	application/javascript	etag:%22794-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/watch.js?nocache=1568698472.3528&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/watchbb1d.js	(from http://localhost/deptsite/wordpress/?page_id=386)
11:07:46	6768/6768	---M--	200	added ('OK')	application/javascript	etag:%221a70-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery.alert.js?nocache=1568698472.3528&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery.alertbb1d.js	(from http://localhost/deptsite/wordpress/?page_id=386)
11:07:46	2030/2030	---M--	200	added ('OK')	application/javascript	etag:%227ee-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/circle-bar.js?nocache=1568698472.3528&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/circle-barbb1d.js	(from http://localhost/deptsite/wordpress/?page_id=386)
11:07:47	113/113	---M--	200	added ('OK')	application/javascript	etag:%2271-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/learnpress.js?nocache=1568698472.3528&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/learnpressbb1d.js	(from http://localhost/deptsite/wordpress/?page_id=386)
11:07:49	7528/7528	---M--	200	added ('OK')	application/javascript	etag:%221d68-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery.scrollTo.js?nocache=1568698472.3528&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery.scrollTobb1d.js	(from http://localhost/deptsite/wordpress/?page_id=386)
11:07:50	3579/3579	---M--	200	added ('OK')	application/javascript	etag:%22dfb-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/become-teacher.js?nocache=1568698472.3528&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/become-teacherbb1d.js	(from http://localhost/deptsite/wordpress/?page_id=386)
11:07:50	17846/17846	---M--	200	added ('OK')	application/javascript	etag:%2245b6-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/course.js?nocache=1568698472.3528&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/coursebb1d.js	(from http://localhost/deptsite/wordpress/?page_id=386)
11:07:51	2284/2284	---M--	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202019%2005:37:50%20GMT	http://localhost/deptsite/wordpress/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2Fdeptsite%2Fwordpress%2F%3Fpage_id%3D386	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index0082.json	(from http://localhost/deptsite/wordpress/?page_id=386)
11:07:51	3/3	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Sep%202019%2005:37:50%20GMT	http://localhost/deptsite/wordpress/?p=386	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index2023.html	(from http://localhost/deptsite/wordpress/?page_id=386)
11:07:51	48463/48463	---M--	200	added ('OK')	application/javascript	etag:%22bd4f-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/global.js?nocache=1568698472.3528&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/globalbb1d.js	(from http://localhost/deptsite/wordpress/?page_id=386)
11:07:51	32172/32172	---M--	200	added ('OK')	application/javascript	etag:%227dac-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbar.js?nocache=1568698472.3528&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbarbb1d.js	(from http://localhost/deptsite/wordpress/?page_id=386)
